Hafnersteig,1010,Wien,Oesterreich
Hansenstrasse,1010,Wien,Oesterreich
Hanuschgasse,1010,Wien,Oesterreich
Hegelgasse,1010,Wien,Oesterreich
Heidenschuss,1010,Wien,Oesterreich
Heinrichsgasse,1010,Wien,Oesterreich
Heldenplatz,1010,Wien,Oesterreich
Helferstorferstrasse,1010,Wien,Oesterreich
Herrengasse,1010,Wien,Oesterreich
Hessgasse,1010,Wien,Oesterreich
Himmelpfortgasse,1010,Wien,Oesterreich
Hohenstaufengasse,1010,Wien,Oesterreich
Hoher Markt,1010,Wien,Oesterreich
Irisgasse,1010,Wien,Oesterreich
Jakobergasse,1010,Wien,Oesterreich
Jasomirgottstrasse,1010,Wien,Oesterreich
Jesuitengasse,1010,Wien,Oesterreich
Johannesgasse,1010,Wien,Oesterreich
Jordangasse,1010,Wien,Oesterreich
Josefsplatz,1010,Wien,Oesterreich
Judengasse,1010,Wien,Oesterreich
Judenplatz,1010,Wien,Oesterreich
Jungferngasse,1010,Wien,Oesterreich
Kaerntner Durchgang,1010,Wien,Oesterreich
Kaerntner Ring,1010,Wien,Oesterreich
Kaerntner Strasse,1010,Wien,Oesterreich
Kantgasse,1010,Wien,Oesterreich
Karlsplatz,1010,Wien,Oesterreich
Katzensteig,1010,Wien,Oesterreich
Kleeblattgasse,1010,Wien,Oesterreich
Koellnerhofgasse,1010,Wien,Oesterreich
Koerblergasse,1010,Wien,Oesterreich
Kohlmarkt,1010,Wien,Oesterreich
Oskar-Kokoschka-Platz,1010,Wien,Oesterreich
Kramergasse,1010,Wien,Oesterreich
Krugerstrasse,1010,Wien,Oesterreich
Kuehfussgasse,1010,Wien,Oesterreich
Kumpfgasse,1010,Wien,Oesterreich
Kupferschmiedgasse,1010,Wien,Oesterreich
Kurrentgasse,1010,Wien,Oesterreich
Landesgerichtsstrasse,1010,Wien,Oesterreich
Landhausgasse,1010,Wien,Oesterreich
Landskrongasse,1010,Wien,Oesterreich
Laurenzerberg,1010,Wien,Oesterreich
Lazenhof,1010,Wien,Oesterreich
Ledererhof,1010,Wien,Oesterreich
Lichtenfelsgasse,1010,Wien,Oesterreich
Lichtensteg,1010,Wien,Oesterreich
Liebenberggasse,1010,Wien,Oesterreich
Liebiggasse,1010,Wien,Oesterreich
Liliengasse,1010,Wien,Oesterreich
Lobkowitzplatz,1010,Wien,Oesterreich
Loewelstrasse,1010,Wien,Oesterreich
Lothringerstrasse,1010,Wien,Oesterreich
Lugeck,1010,Wien,Oesterreich
Mahlerstrasse,1010,Wien,Oesterreich
Makartgasse,1010,Wien,Oesterreich
Marc-Aurel-Strasse,1010,Wien,Oesterreich
Marco-d'Aviano-Gasse,1010,Wien,Oesterreich
Maria-Theresien-Strasse,1010,Wien,Oesterreich
Marienstiege,1010,Wien,Oesterreich
Maysedergasse,1010,Wien,Oesterreich
Museumsplatz,1010,Wien,Oesterreich
Metastasiogasse,1010,Wien,Oesterreich
Michaelerplatz,1010,Wien,Oesterreich
Milchgasse,1010,Wien,Oesterreich
Minoritenplatz,1010,Wien,Oesterreich
Moelker Bastei,1010,Wien,Oesterreich
Moelker Steig,1010,Wien,Oesterreich
Morzinplatz,1010,Wien,Oesterreich
Museumstrasse,1010,Wien,Oesterreich
Naglergasse,1010,Wien,Oesterreich
Neubadgasse,1010,Wien,Oesterreich
Neuer Markt,1010,Wien,Oesterreich
Neutorgasse,1010,Wien,Oesterreich
Nibelungengasse,1010,Wien,Oesterreich
Nikolaigasse,1010,Wien,Oesterreich
Operngasse,1010,Wien,Oesterreich
Opernring,1010,Wien,Oesterreich
Oppolzergasse,1010,Wien,Oesterreich
Parisergasse,1010,Wien,Oesterreich
Parkring,1010,Wien,Oesterreich
Passauer Platz,1010,Wien,Oesterreich
Pestalozzigasse,1010,Wien,Oesterreich
Petersplatz,1010,Wien,Oesterreich
Petrarcagasse,1010,Wien,Oesterreich
Philharmonikerstrasse,1010,Wien,Oesterreich
Plankengasse,1010,Wien,Oesterreich
Postgasse (Innere Stadt),1010,Wien,Oesterreich
Predigergasse,1010,Wien,Oesterreich
Rabensteig,1010,Wien,Oesterreich
Rathausplatz,1010,Wien,Oesterreich
Rathausstrasse,1010,Wien,Oesterreich
Rauhensteingasse,1010,Wien,Oesterreich
Leopold-Figl-Gasse,1010,Wien,Oesterreich
Reichsratsstrasse,1010,Wien,Oesterreich
Reischachstrasse,1010,Wien,Oesterreich
Reitschulgasse,1010,Wien,Oesterreich
Renngasse,1010,Wien,Oesterreich
Riemergasse,1010,Wien,Oesterreich
Rockhgasse,1010,Wien,Oesterreich
Rosenbursenstrasse,1010,Wien,Oesterreich
Rosengasse,1010,Wien,Oesterreich
Rotenturmstrasse,1010,Wien,Oesterreich
Rotgasse,1010,Wien,Oesterreich
Rudolfsplatz,1010,Wien,Oesterreich
Ruprechtsplatz,1010,Wien,Oesterreich
Ruprechtsstiege,1010,Wien,Oesterreich
Salvatorgasse,1010,Wien,Oesterreich
Salzgasse,1010,Wien,Oesterreich
Salzgries,1010,Wien,Oesterreich
Salztorgasse,1010,Wien,Oesterreich
Schallautzerstrasse,1010,Wien,Oesterreich
Schauflergasse,1010,Wien,Oesterreich
Schellinggasse,1010,Wien,Oesterreich
Schenkenstrasse,1010,Wien,Oesterreich
Schillerplatz,1010,Wien,Oesterreich
Schmerlingplatz,1010,Wien,Oesterreich
Schoenlaterngasse,1010,Wien,Oesterreich
Schottenbastei,1010,Wien,Oesterreich
Schottengasse,1010,Wien,Oesterreich
Schottenring,1010,Wien,Oesterreich
Schreyvogelgasse,1010,Wien,Oesterreich
Schubertring,1010,Wien,Oesterreich
Schulerstrasse,1010,Wien,Oesterreich
Schulhof,1010,Wien,Oesterreich
Schultergasse,1010,Wien,Oesterreich
Schwarzenbergplatz,1010,Wien,Oesterreich
Schwarzenbergstrasse,1010,Wien,Oesterreich
Schwedenplatz,1010,Wien,Oesterreich
Schwertgasse,1010,Wien,Oesterreich
Seilergasse,1010,Wien,Oesterreich
Seilerstaette,1010,Wien,Oesterreich
Seitenstettengasse,1010,Wien,Oesterreich
Seitzergasse,1010,Wien,Oesterreich
Singerstrasse,1010,Wien,Oesterreich
Sonnenfelsgasse,1010,Wien,Oesterreich
Spiegelgasse,1010,Wien,Oesterreich
Stadiongasse,1010,Wien,Oesterreich
Stallburggasse,1010,Wien,Oesterreich
Steindlgasse,1010,Wien,Oesterreich
Stephansplatz,1010,Wien,Oesterreich
Sterngasse (Innere Stadt),1010,Wien,Oesterreich
Steyrerhof,1010,Wien,Oesterreich
Stock-im-Eisen-Platz,1010,Wien,Oesterreich
Stoss im Himmel,1010,Wien,Oesterreich
Strauchgasse,1010,Wien,Oesterreich
Strobelgasse,1010,Wien,Oesterreich
Stubenbastei,1010,Wien,Oesterreich
Stubenring,1010,Wien,Oesterreich
Tegetthoffstrasse,1010,Wien,Oesterreich
Teinfaltstrasse,1010,Wien,Oesterreich
Tiefer Graben,1010,Wien,Oesterreich
Trattnerhof,1010,Wien,Oesterreich
Tuchlauben,1010,Wien,Oesterreich
Tuchlaubenhof,1010,Wien,Oesterreich
Universitaetsstrasse,1010,Wien,Oesterreich
Uraniastrasse,1010,Wien,Oesterreich
Volksgartenstrasse,1010,Wien,Oesterreich
Vorlaufstrasse,1010,Wien,Oesterreich
Waechtergasse,1010,Wien,Oesterreich
Walfischgasse,1010,Wien,Oesterreich
Wallnerstrasse,1010,Wien,Oesterreich
Weihburggasse,1010,Wien,Oesterreich
Weiskirchnerstrasse,1010,Wien,Oesterreich
Werdertorgasse,1010,Wien,Oesterreich
Wiesingerstrasse,1010,Wien,Oesterreich
Wildpretmarkt,1010,Wien,Oesterreich
Windhaaggasse,1010,Wien,Oesterreich
Wipplingerstrasse,1010,Wien,Oesterreich
Wolfengasse,1010,Wien,Oesterreich
Wollzeile,1010,Wien,Oesterreich
Zedlitzgasse,1010,Wien,Oesterreich
Zelinkagasse,1010,Wien,Oesterreich
Robert-Stolz-Platz,1010,Wien,Oesterreich
Am Stadtpark,1010,Wien,Oesterreich
Desider-Friedmann-Platz,1010,Wien,Oesterreich
Bruno-Kreisky-Gasse,1010,Wien,Oesterreich
Herbert-von-Karajan-Platz,1010,Wien,Oesterreich
Josef-Meinrad-Platz,1010,Wien,Oesterreich
Salztorbruecke,1010,Wien,Oesterreich
Schottenpassage,1010,Wien,Oesterreich
Opernpassage,1010,Wien,Oesterreich
Fussgaengerpassage Bellariastrasse,1010,Wien,Oesterreich
Babenbergerpassage,1010,Wien,Oesterreich
Albertinapassage,1010,Wien,Oesterreich
Kaerntnertorpassage,1010,Wien,Oesterreich
Passage Mariahilfer Strasse,1010,Wien,Oesterreich
Passage Stephansplatz,1010,Wien,Oesterreich
Passage Karlsplatz,1010,Wien,Oesterreich
Freda-Meissner-Blau-Promenade,1010,Wien,Oesterreich
Ginzkeyhof,1010,Wien,Oesterreich
Irene-Harand-Hof,1010,Wien,Oesterreich
Christkindlmarkt,1010,Wien,Oesterreich
Schanzelufer,1010,Wien,Oesterreich
Hofburg,1010,Wien,Oesterreich
Heiligenkreuzer Hof,1010,Wien,Oesterreich
Ringturm,1010,Wien,Oesterreich
Rathaus,1010,Wien,Oesterreich
Burgtheater,1010,Wien,Oesterreich
Sonderadresse 1.Bezirk,1010,Wien,Oesterreich
Burggarten,1010,Wien,Oesterreich
Rathauspark (Innere Stadt),1010,Wien,Oesterreich
Stadtpark,1010,Wien,Oesterreich
Volksgarten,1010,Wien,Oesterreich
U-Bahn Station Schottenring,1010,Wien,Oesterreich
U-Bahn Station Schwedenplatz,1010,Wien,Oesterreich
U-Bahn Station Stephansplatz,1010,Wien,Oesterreich
U-Bahn Station Schottentor,1010,Wien,Oesterreich
U-Bahn Station Museumsquartier,1010,Wien,Oesterreich
U-Bahn Station Rathaus,1010,Wien,Oesterreich
U-Bahn Station Volkstheater,1010,Wien,Oesterreich
U-Bahn Station Stubentor,1010,Wien,Oesterreich
U-Bahn Station Herrengasse,1010,Wien,Oesterreich
Adambergergasse,1020,Wien,Oesterreich
Afrikanergasse,1020,Wien,Oesterreich
Alliiertenstrasse,1020,Wien,Oesterreich
Aloisgasse,1020,Wien,Oesterreich
Am Tabor,1020,Wien,Oesterreich
Arnezhoferstrasse,1020,Wien,Oesterreich
Aspernallee,1020,Wien,Oesterreich
Aspernbrueckengasse,1020,Wien,Oesterreich
Ausstellungsstrasse,1020,Wien,Oesterreich
Belvedereallee,1020,Wien,Oesterreich
Blumauergasse,1020,Wien,Oesterreich
Boecklinstrasse,1020,Wien,Oesterreich
Brandgasse,1020,Wien,Oesterreich
Brigittenauer Laende,1020,Wien,Oesterreich
Castellezgasse,1020,Wien,Oesterreich
Csardastrasse,1020,Wien,Oesterreich
Czerningasse,1020,Wien,Oesterreich
Czerninplatz,1020,Wien,Oesterreich
Darwingasse,1020,Wien,Oesterreich
Dr.-Natterer-Gasse,1020,Wien,Oesterreich
Dresdner Strasse,1020,Wien,Oesterreich
Eberlgasse,1020,Wien,Oesterreich
Elderschplatz,1020,Wien,Oesterreich
Engerthstrasse,1020,Wien,Oesterreich
Ennsgasse,1020,Wien,Oesterreich
Erlafstrasse,1020,Wien,Oesterreich
Ferdinandstrasse,1020,Wien,Oesterreich
Feuerbachstrasse,1020,Wien,Oesterreich
Fischergasse (Leopoldstadt),1020,Wien,Oesterreich
Flossgasse,1020,Wien,Oesterreich
Foerstergasse,1020,Wien,Oesterreich
Franzensbrueckenstrasse,1020,Wien,Oesterreich
Franz-Hochedlinger-Gasse,1020,Wien,Oesterreich
Lembergstrasse,1020,Wien,Oesterreich
Freudenauer Hafenstrasse,1020,Wien,Oesterreich
Friedensgasse,1020,Wien,Oesterreich
Fruchtgasse,1020,Wien,Oesterreich
Fugbachgasse,1020,Wien,Oesterreich
Gabelsbergergasse,1020,Wien,Oesterreich
Gaertnerstrasse,1020,Wien,Oesterreich
Gaussplatz,1020,Wien,Oesterreich
Glockengasse,1020,Wien,Oesterreich
Gredlerstrasse,1020,Wien,Oesterreich
Grosse Mohrengasse,1020,Wien,Oesterreich
Grosse Pfarrgasse,1020,Wien,Oesterreich
Grosse Schiffgasse,1020,Wien,Oesterreich
Grosse Sperlgasse,1020,Wien,Oesterreich
Grosse Stadtgutgasse,1020,Wien,Oesterreich
Haasgasse,1020,Wien,Oesterreich
Hafenzufahrtsstrasse,1020,Wien,Oesterreich
Hafnergasse,1020,Wien,Oesterreich
Am Augartenspitz,1020,Wien,Oesterreich
Haidgasse,1020,Wien,Oesterreich
Halmgasse,1020,Wien,Oesterreich
Hammer-Purgstall-Gasse,1020,Wien,Oesterreich
Handelskai,1020,Wien,Oesterreich
Harkortstrasse,1020,Wien,Oesterreich
Hauptallee,1020,Wien,Oesterreich
Haussteinstrasse,1020,Wien,Oesterreich
Hedwiggasse,1020,Wien,Oesterreich
Heinestrasse,1020,Wien,Oesterreich
Helenengasse,1020,Wien,Oesterreich
Hellingstrasse,1020,Wien,Oesterreich
Herminengasse,1020,Wien,Oesterreich
Hillerstrasse,1020,Wien,Oesterreich
Hochstettergasse,1020,Wien,Oesterreich
Hofenedergasse,1020,Wien,Oesterreich
Hollandstrasse,1020,Wien,Oesterreich
Holubstrasse,1020,Wien,Oesterreich
Holzhausergasse,1020,Wien,Oesterreich
Ilgplatz,1020,Wien,Oesterreich
Im Werd,1020,Wien,Oesterreich
Innstrasse,1020,Wien,Oesterreich
Josef-Gall-Gasse,1020,Wien,Oesterreich
Josefinengasse,1020,Wien,Oesterreich
Jungstrasse,1020,Wien,Oesterreich
Kafkastrasse,1020,Wien,Oesterreich
Karmelitergasse,1020,Wien,Oesterreich
Karmeliterplatz,1020,Wien,Oesterreich
Klanggasse,1020,Wien,Oesterreich
Kleine Mohrengasse,1020,Wien,Oesterreich
Kleine Pfarrgasse,1020,Wien,Oesterreich
Kleine Sperlgasse,1020,Wien,Oesterreich
Kleine Stadtgutgasse,1020,Wien,Oesterreich
Koernergasse,1020,Wien,Oesterreich
Komoediengasse,1020,Wien,Oesterreich
Konradgasse,1020,Wien,Oesterreich
Krafftgasse,1020,Wien,Oesterreich
Kratky-Baschik-Weg,1020,Wien,Oesterreich
Krummbaumgasse,1020,Wien,Oesterreich
Kurzbauergasse,1020,Wien,Oesterreich
Messestrasse,1020,Wien,Oesterreich
Lampigasse,1020,Wien,Oesterreich
Lassallestrasse,1020,Wien,Oesterreich
Lassingleithnerplatz,1020,Wien,Oesterreich
Laufbergergasse,1020,Wien,Oesterreich
Leopoldsgasse,1020,Wien,Oesterreich
Lessinggasse,1020,Wien,Oesterreich
Leystrasse,1020,Wien,Oesterreich
Lichtenauergasse,1020,Wien,Oesterreich
Lilienbrunngasse,1020,Wien,Oesterreich
Loesslweg,1020,Wien,Oesterreich
Lukschgasse,1020,Wien,Oesterreich
Lusthausstrasse,1020,Wien,Oesterreich
Machstrasse,1020,Wien,Oesterreich
Malzgasse,1020,Wien,Oesterreich
Marathonweg,1020,Wien,Oesterreich
Marinelligasse,1020,Wien,Oesterreich
Max-Winter-Platz,1020,Wien,Oesterreich
Mayergasse,1020,Wien,Oesterreich
Meiereistrasse,1020,Wien,Oesterreich
Mexikoplatz,1020,Wien,Oesterreich
Miesbachgasse,1020,Wien,Oesterreich
Molkereistrasse,1020,Wien,Oesterreich
Muehlfeldgasse,1020,Wien,Oesterreich
Mumbgasse,1020,Wien,Oesterreich
Negerlegasse,1020,Wien,Oesterreich
Nepomukgasse,1020,Wien,Oesterreich
Nestroygasse (Leopoldstadt),1020,Wien,Oesterreich
Nestroyplatz,1020,Wien,Oesterreich
Nickelgasse,1020,Wien,Oesterreich
Nordbahnstrasse,1020,Wien,Oesterreich
Nordpolstrasse,1020,Wien,Oesterreich
Nordportalstrasse,1020,Wien,Oesterreich
Nordwestbahnstrasse,1020,Wien,Oesterreich
Novaragasse,1020,Wien,Oesterreich
Obere Augartenstrasse,1020,Wien,Oesterreich
Obere Donaustrasse,1020,Wien,Oesterreich
Obermuellnerstrasse,1020,Wien,Oesterreich
Odeongasse,1020,Wien,Oesterreich
Offenbachgasse,1020,Wien,Oesterreich
Ofnergasse,1020,Wien,Oesterreich
Paffrathgasse,1020,Wien,Oesterreich
Pazmanitengasse,1020,Wien,Oesterreich
Perinetgasse,1020,Wien,Oesterreich
Perspektivstrasse,1020,Wien,Oesterreich
Pfeffergasse,1020,Wien,Oesterreich
Pillersdorfgasse,1020,Wien,Oesterreich
Praterstern,1020,Wien,Oesterreich
Praterstrasse,1020,Wien,Oesterreich
Radingerstrasse,1020,Wien,Oesterreich
Raimundgasse,1020,Wien,Oesterreich
Rauscherstrasse,1020,Wien,Oesterreich
Rembrandtstrasse,1020,Wien,Oesterreich
Rennbahnstrasse,1020,Wien,Oesterreich
Robertgasse,1020,Wien,Oesterreich
Rondeau-Volksprater,1020,Wien,Oesterreich
Rotenkreuzgasse,1020,Wien,Oesterreich
Rotensterngasse,1020,Wien,Oesterreich
Rotundenallee,1020,Wien,Oesterreich
Rueppgasse,1020,Wien,Oesterreich
Rustenschacherallee,1020,Wien,Oesterreich
Friedrich-Hillegeist-Strasse,1020,Wien,Oesterreich
Scherzergasse,1020,Wien,Oesterreich
Schiffamtsgasse,1020,Wien,Oesterreich
Spielmannplatz,1020,Wien,Oesterreich
Schmelzgasse,1020,Wien,Oesterreich
Schoellerhofgasse,1020,Wien,Oesterreich
Schoenngasse,1020,Wien,Oesterreich
Scholzgasse,1020,Wien,Oesterreich
Schreygasse,1020,Wien,Oesterreich
Schrottgiessergasse,1020,Wien,Oesterreich
Schrotzbergstrasse,1020,Wien,Oesterreich
Schuettelstrasse,1020,Wien,Oesterreich
Schwarzenstockallee,1020,Wien,Oesterreich
Schwarzingergasse,1020,Wien,Oesterreich
Schweidlgasse,1020,Wien,Oesterreich
Schwemmgasse,1020,Wien,Oesterreich
Sebastian-Kneipp-Gasse,1020,Wien,Oesterreich
Seitenhafenstrasse,1020,Wien,Oesterreich
Sellenygasse,1020,Wien,Oesterreich
Sportklubstrasse,1020,Wien,Oesterreich
Springergasse,1020,Wien,Oesterreich
Stadionallee,1020,Wien,Oesterreich
Stemmerallee,1020,Wien,Oesterreich
Stoffellagasse,1020,Wien,Oesterreich
Strasse des Ersten Mai,1020,Wien,Oesterreich
Sturgasse,1020,Wien,Oesterreich
Stuwerstrasse,1020,Wien,Oesterreich
Suedportalstrasse,1020,Wien,Oesterreich
Taborstrasse,1020,Wien,Oesterreich
Tandelmarktgasse,1020,Wien,Oesterreich
Tempelgasse,1020,Wien,Oesterreich
Teuffenbachstrasse,1020,Wien,Oesterreich
Thugutstrasse,1020,Wien,Oesterreich
Tiergartenstrasse,1020,Wien,Oesterreich
Trabrennstrasse,1020,Wien,Oesterreich
Trunnerstrasse,1020,Wien,Oesterreich
Ulrichgasse,1020,Wien,Oesterreich
Untere Augartenstrasse,1020,Wien,Oesterreich
Untere Donaustrasse,1020,Wien,Oesterreich
Venediger Au,1020,Wien,Oesterreich
Vereinsgasse,1020,Wien,Oesterreich
Vivariumstrasse,1020,Wien,Oesterreich
Volkertplatz,1020,Wien,Oesterreich
Volkertstrasse,1020,Wien,Oesterreich
Vorgartenstrasse,1020,Wien,Oesterreich
Wachaustrasse,1020,Wien,Oesterreich
Walcherstrasse,1020,Wien,Oesterreich
Waldsteingartenstrasse,1020,Wien,Oesterreich
Waschhausgasse,1020,Wien,Oesterreich
Wasnergasse,1020,Wien,Oesterreich
Wehlistrasse,1020,Wien,Oesterreich
Weintraubengasse,1020,Wien,Oesterreich
Weschelstrasse,1020,Wien,Oesterreich
Wittelsbachstrasse,1020,Wien,Oesterreich
Wohlmutstrasse,1020,Wien,Oesterreich
Wolfgang-Schmaelzl-Gasse,1020,Wien,Oesterreich
Ybbsstrasse,1020,Wien,Oesterreich
Zirkusgasse,1020,Wien,Oesterreich
Zwerggasse,1020,Wien,Oesterreich
Alexander-Poch-Platz,1020,Wien,Oesterreich
Pauline-Metternich-Promenade,1020,Wien,Oesterreich
Oswald-Thomas-Platz,1020,Wien,Oesterreich
Dammhaufengasse,1020,Wien,Oesterreich
Prater 80er Linie,1020,Wien,Oesterreich
Joseph-Roth-Gasse,1020,Wien,Oesterreich
Gabor-Steiner-Weg,1020,Wien,Oesterreich
Pierre-de-Coubertin-Platz,1020,Wien,Oesterreich
Leopold-Moses-Gasse,1020,Wien,Oesterreich
Ernst-Melchior-Gasse,1020,Wien,Oesterreich
Rabensburger Strasse,1020,Wien,Oesterreich
Krakauer Strasse,1020,Wien,Oesterreich
Jakov-Lind-Strasse,1020,Wien,Oesterreich
Josef-Fritsch-Weg,1020,Wien,Oesterreich
Friedrich-Wilhelm-Raiffeisen-Platz,1020,Wien,Oesterreich
Rabbiner-Schneerson-Platz,1020,Wien,Oesterreich
Johannes-von-Gott-Platz,1020,Wien,Oesterreich
Messeplatz,1020,Wien,Oesterreich
An den Kohlenrutschen,1020,Wien,Oesterreich
Leopoldine-Schlinger-Gasse,1020,Wien,Oesterreich
Fanny-Mintz-Gasse,1020,Wien,Oesterreich
Bruno-Marek-Allee,1020,Wien,Oesterreich
Welthandelsplatz,1020,Wien,Oesterreich
Freudplatz,1020,Wien,Oesterreich
Am gruenen Prater,1020,Wien,Oesterreich
Rothschildplatz,1020,Wien,Oesterreich
Anitta-Mueller-Cohen-Platz,1020,Wien,Oesterreich
Strasse der Wiener Wirtschaft,1020,Wien,Oesterreich
Stephanie-Endres-Strasse,1020,Wien,Oesterreich
Eva-Popper-Weg,1020,Wien,Oesterreich
Wilhelmine-Moik-Platz,1020,Wien,Oesterreich
Riesenradplatz,1020,Wien,Oesterreich
Josefine-Lauterbach-Platz,1020,Wien,Oesterreich
Am Auwald,1020,Wien,Oesterreich
Bubergasse,1210,Wien,Oesterreich
Stadlweg,1210,Wien,Oesterreich
Schipanygasse,1020,Wien,Oesterreich
Gilmagasse,1020,Wien,Oesterreich
Olympiaplatz,1020,Wien,Oesterreich
Johann-Boehm-Platz,1020,Wien,Oesterreich
Simon-Wiesenthal-Gasse,1020,Wien,Oesterreich
Chrastekgasse,1020,Wien,Oesterreich
Augartenbruecke,1020,Wien,Oesterreich
Marienbruecke,1020,Wien,Oesterreich
Ostbahnbruecke,1020,Wien,Oesterreich
Praterbruecke-Strombruecke,1020,Wien,Oesterreich
Passage U-Bahn Praterstern,1020,Wien,Oesterreich
Personentunnel Praterstern-Lassallestr.,1020,Wien,Oesterreich
Personentunnel Praterstern-Hauptallee,1020,Wien,Oesterreich
Kafkasteg,1020,Wien,Oesterreich
Mexikoplatz noerdl. Gehwegunterfuehrungen,1020,Wien,Oesterreich
Mexikoplatz suedl. Gehwegunterfuehrungen,1020,Wien,Oesterreich
Erdberger Steg,1020,Wien,Oesterreich
Max-Koppe-Gasse,1020,Wien,Oesterreich
Kanalwaechterhausweg,1020,Wien,Oesterreich
Stella-Klein-Loew-Weg,1020,Wien,Oesterreich
Krieaupromenade,1020,Wien,Oesterreich
Elsa-Bienenfeld-Weg,1020,Wien,Oesterreich
Chopinhof,1020,Wien,Oesterreich
Elderschhof,1020,Wien,Oesterreich
Franz-Mair-Hof,1020,Wien,Oesterreich
Georg-Emmerling-Hof,1020,Wien,Oesterreich
Heizmannhof,1020,Wien,Oesterreich
Hermann-Fischer-Hof,1020,Wien,Oesterreich
Lassallehof,1020,Wien,Oesterreich
Theodor-Herzl-Hof,1020,Wien,Oesterreich
Wachauer Hof,1020,Wien,Oesterreich
Julius-Bermann-Hof,1020,Wien,Oesterreich
Hubert-Hladej-Hof,1020,Wien,Oesterreich
